X,Y,NUMBER,NAME,CH-NAME,STREET (SI,ST-Number,SCOPE OF B,Phone,Cable addr,Registered,Capital,Proprietor,CH-Proprie,Telegraphi,Other Note,Page in Di,
103.8525834,1.28468862,2351,CHUNG & WONG,南洋拍賣館,Chung & Wong of Union Building,,Architects and Civil Engineers,3254,NA,1925,NA,Chung Hong Woot,曾鴻活,,,164,
103.8525834,1.28468862,9476,"PATERSON SIMONS & CO., LTD.",巴智申西門有限公司,Union Budg 6th Floor,,General Merchants,5991,NA,1907,"£400,000",General Manager: C. H. Ker Cooper,,,Inc. in England,728,
103.8525834,1.28468862,353,"ALLIANCE ASSURANCE CO., LTD.",亞連保險公司,Union Building,,Dealing in Insurance Etc.,5991,NA,1902,"£5,000,000","Local rep. Paterson Simons & Co., Ltd.",,,Inc. in England,32,
103.8528431,1.28480176,386,AMERICAN PRESIDENT LINES LTD.,美國總統輪船有限公司,Union Building,F4-F6,Shipping,3821,NA,1931,"$3,680,000",Local rep: E. L. Matteson,,,Inc. in U.S.A.,35,
103.8526734,1.284532576,973,WILLIAM J. BERNARD,威廉百納,Union Building,Room 140,Import and Export Merchants,80425,NA,1946,NA,William J. Bernard,,,,74,
103.8528114,1.284728734,1078,BOOTS PURE DRUG CO. (FAR EAST) LTD.,勿師藥行有限公司,Union Building,F. 13/14,"Patent Medicine Vendors, Drug Merchants, Manufacturers of Proprietory Articles",83648,“DRUGBOOTS.”,1947,"$1,000,000",Robert Lumley,,,,81,
103.852688,1.284828361,1174,"BULOH KASAP RUBBER PLANTATIONS, LIMITED",勿羅加刹橡園公司,Union Building,1st. floor,Planters and Manufacturers,NA,NA,1918,"$1,203,000",Mitaranga Miltiades,,,,89,
103.8525834,1.28468862,3024,FAR EASTERN OVERSEAS CORPORATION MALAYA,遠東海外公司,Union Building,,"Importers, Exporters, and General Merchants",NA,NA,1947,NA,Leslie Denis Emerson Elliott,,,,219,
103.8525834,1.28468862,3163,FRASER & CO.,花沙公司,Union Building,,"Stock and Share Broking, Exchange Broking, General Broking",5241,NA,NA,NA,Charles Pearson Ambler,,,,228,
103.852887,1.284819377,3165,FRASERS NOMINEES LTD.,花沙信託公司,Union Building,No. B-3,Attorneys & Trustees,NA,NA,1937,"$1,000",Allan Mathieson,,,,228,
103.8525834,1.28468862,3750,THE HAN YANG PLANTATIONS LTD.,漢陽王梨園,Union Building,,Rubber Plantation,"S'pore. 7620 Estate, Masai 27","""ROSCOT""",1914,"$2,000,000. Issued and Subscribed $1,725,000",G. H. Boreham,,,,278,
103.8525834,1.28468862,6246,"KUKUB (JOHORE) RUBBER ESTATES, LIMITED",古谷樹膠公司,Union Building,,Rubber Plantation,Singapore 7620,"""ROSCOT""",1937,"$600,000 Issued & Subscribed $600,000",Directors: G. H. Boreham,,,,469,
103.8525834,1.28468862,6779,"LANCASHIRE SHIPPING CO., LTD.",蘭卡沙船務有限公司,Union Building,,Shipowners and Shipping Agents,NA,NA,1896,"£200,000","Agents: Paterson Simons & Co., Ltd.",,,Inc.in England,512,
103.8527549,1.284598431,7034,LENGARRY TRADING COMPANY LIMITED,林牙利有限公司,Union Building,Room F. 18,Importers and Exporters,82888,“WEFUL”,1948,"$50,000",Directors: William Neil Fuller,,,,531,
103.8525834,1.28468862,7670,MACLAINE WATSON & COMPANY (MALAYA) LTD.,麥冷哇公司（馬來亞）,Union Building,,Commission Agents,NA,NA,5194,"$400,000",Directors: Ivor George Salmond,,,,582,
103.8527639,1.28471557,7672,W. MCMULLAN & CO.,麥武蘭公司,Union Building,A14,General Agents,82500,NA,1947,NA,Manager: McMullan William,,,,582,
103.8527053,1.284570839,7810,MALAYAN GUTTAS LTD.,馬來亞紅柅有限公司,Union Building,D19,Buyers of Natural Gums,"Office 6873, Factory 83270",“MAGUTTA”,1938,"$1,000,000",Directors: Ellsworth Brewer Buck,,,,593,
103.8525834,1.28468862,9043,"NEW ROMPIN & MENGKARAK RUBBER ESTATES, LIMITED",郎均膠園公司,Union Building,,Rubber Plantation,"Singapore 7620. Estate, Rompin 4",Roscot,1925,"$1,500,000 Issued and Subscribed $1,464,020",Directors: G. H. Boreham,,,,694,
103.8525834,1.28468862,9257,ARTHUR J. ONDERWYZER,亞德烏得歪色,Union Building,,Diamond Importer,83333,NA,1921,NA,Arthur John Onderwyzer,,,,710,
103.8525834,1.28468862,9491,"PEAT, MARWICK, MITCHELL & CO.",碧馬為公司,Union Building,,Chartered Accountants,5391,NA,1947,NA,"Sir William Henry Peat, K.B.E.",,,,729,
103.8528569,1.284833684,9959,RITCHIE AND BISSET,蘭眞味設,Union Building,E-1,"Consulting Engineers, Marine Surveyors and Naval Architects",5049,NA,1940,NA,Frederick George Ritchie,,,,765,
103.8525834,1.28468862,9976,"ROMPIN RAHRU RUBBER ESTATE, LIMITED",勞派峇魯樹膠有限公司,Union Building,,Rubber Plantation,"S'pore 7620. Estate, Rompin 4","""ROSCOT""",1926,"$320,000 Issued and Subscribed $312,000",Directors: G. H. Boreham,,,,767,
103.852772,1.284637876,9988,"ROSS, TAYLOR & CO., LTD.",勞氏大勞有限公司,Union Building,,,7620,"""ROSCOT""",,NA,,,,Agents and Secretaries: The Han Yang Plantations Ltd,768,
103.8527908,1.284681269,11892,"SWAN & CO., LTD.",思遠有限公司,Union Building,F15,General Merchants,NA,NA,1948,"$100,000",Directors: Chung Hong Woo,,,,931,
103.8525834,1.28468862,11897,"THE SWEDISH EAST ASIA CO., LTD.",東亞有限公司,Union Building,,Shipping Teak Merchants' etc,NA,NA,1916,"$12,000,000","Local Agents: Paterson, Simons & Co., Ltd",,,,932,
103.8527769,1.284649293,13214,TRIAD CORPORATION LTD.,泰益行有限公司,Union Building,E16/17,General Importers and Exporters,NA,NA,1946,"$250,000",Directors: Wong Shien Yein,,,,1037,
103.852772,1.284637876,13330,THE UNION TRADERS,友聯行,Union Building,F16-18,Merchants,NA,NA,1947,NA,Lau Chang,劉鎭,,,1048,
103.8527908,1.284681269,13354,THE UNITED CONSTRUCTION CO.,大同建築公司,Union Building,F15,Building and Constructing,82169,NA,1945,NA,Sun Mun Kan,岑文錦,,,1050,
103.8525834,1.28468862,13430,VALBERG & NASARULLAH,默墨那沙汝拉,Union Building,,Passage Brokers,NA,NA,1946,NA,Mohd. Nasarullah s/o Dost Mohd,,,,1058,
103.8525834,1.28468862,13463,VELDEN & COMPANY LIMITED.,默連有限公司,Union Building,,"Merchants, Manufacturers, Importers and Exporters",NA,NA,1948,"$25,000","Directors: Warden, William John McKendrick",,,,1061,
103.8528122,1.284829359,14506,CARRERAS LIMITED,卡烈拉有限公司,Union Building,N-3,"Tobacco and Cigar Merchants, and Importers",2877,NA,1935,"£200,000",Local Manager: George Walter Patton,,,Inc. in England,1153,
103.8528531,1.284824932,14640,"ROMPIN BAHRU RUBBER ESTATE, LIMITED",羅平峇汝樹膠有限公司,Union Building,F-2 & 3,Rubber Plantation,7620,“ROSCOT.”,1926,"$320,000. Issued & Subscribed $312,000",Directors: G. H. Boreham,,,"Agents and Secretaries:—Ross Taylor & Co., Ltd.",,
Estate,"Rompin 4""",1164,103.8526479,1.284661799,,Collyer Quay Union Winchester,/Users/qiaozhang/Desktop/sg old shops/gis/data/points/ABC/Collyer Quay Union Winchester.shp,,,,,,,,,,
103.8527832,1.284663839,7020,LEHMANN KAN LIMITED,力民加有限公司,Union Building (2nd floor),D-16,Importers and Exporters,7943,NA,1946,"$10,000",Directors: Cabbett John Christopher Kan Robert,,,,529,
103.8528011,1.284704964,1089,C. V. BOSWELL & CO.,保斯成公司,Union Building 3rd Floor,E14,"Surveyors, Levellers and Appraisers",7920,NA,1948,NA,Clarence Vivian Boswell,,,,82,
103.8528241,1.284758104,1942,"THE CHINA PRINTING FINISH-ING CO., LTD.",中國花紋印刷公司,Union Building 4th Floor,Room F 10-12,Textile Mill Owners & Manufacturers,6697,NA,1925,"$10,000,000",Local Rep: James Ballard,,,Inc. in China,140,
103.8528333,1.284779279,5042,INTERNATIONAL REPRESENTATIVE CO.,國際代理公司,Union Building 4th Floor,F—9,Commission Agents and General Merchants,3017,NA,1947,NA,Glenn Allen Wood,,,,372,
103.8525834,1.28468862,9334,OSCAR LTD.,奧士卡有限公司,Union Building 6th Floor,,"Shipowners, Barge-Owners and Commercial Traders",NA,NA,1913,"£1,000",Local Rep: Christopher Gervase Windle,,,"Inc. in England. c/o Paterson, Simons & Co., Ltd",715,
103.8525834,1.28468862,9342,E. OTT & CO. (MALAYA) LTD.,惡有限公司,Union Building Room F-1,,General Merchants,2243,"""OTTPORE""",1947,"$100,000",Directors: Emile Fouliard,,,,716,
103.8527569,1.284690284,7473,LOH BROTHERS,羅兄弟,"Union Building, 2nd floor",15-D,Importers and Exporters,7070,NA,1946,NA,Loh Keng Chor,羅敬初,,,564,
103.8528581,1.284764479,13333,"UNION TRANSPORTING CO., LTD.",友聯運輸有限公司,"Union Building, 2nd floor, Collyer Quay",D12-A,Transportation and Lighterage,4563,NA,1947,"$50,000",Directors: M. Abdul Kadir Marican,,,,1049,
103.8525834,1.28468862,9230,M. OESTERMAN,奧士得門,"Union Building, 2nd Floor, Room D16",,Diamond Importing,NA,NA,1947,NA,Maurits Oesterman,,,,708,
103.8527333,1.28465069,3346,THE GLOBE TRADING LTD.,環球貿易有限公司,"Union Building, 4th Floor",16-18A,Importers and Exporters,7364,NA,1933,"$200,000",Chan Kwai Choon,,,,242,
103.8525834,1.28468862,856,"THE BANK LINE, LIMITED",萬船有限公司,"Union Building, Collyer Quay",,Shipping,NA,NA,1937,£400000,The Rt. Honourable Lord Inverforth,,,Inc. in Great Britain,67,
103.8528392,1.2847929,1040,"BLOCKS & CO., LTD.",勿洛克有限公司,"Union Building, Collyer Quay",F-8,"Importers, Exporters and General Merchants",,,,,,,,,,
"Traders and Brokers""",82154,“BLOCKSCO.”,1947,"$50,000",Adrianus G. G. R. Blocks,,,,79,103.8526479,1.284661799,,Collyer Quay Union Winchester,/Users/qiaozhang/Desktop/sg old shops/gis/data/points/ABC/Collyer Quay Union Winchester.shp,,,
103.8525834,1.28468862,1091,BOUSTEAD REAL PROPERTIES LIMITED,慕實德實業有限公司,"Union Building, Collyer Quay",,Real Estate,NA,NA,1921,"$3,000,000",Harry Bertram Roper-Calpbeck,,,,82,
103.8525834,1.28468862,1092,"BOUSTEAD & CO., LTD.",慕士德有限公司,"Union Building, Collyer Quay",,"General Merchants, Importers and Exporters, etc.",5161,NA,1921,"$2,500,000",Inc. in Malaya. Agents for Glen Line; Burns Philp Line; Bank Line; Union Steamship Co of New Zealand Ltd; Indo-China Steam Navigation Co Ltd; Siam Gulf Line,,,,82,
103.8525834,1.28468862,1128,"BRITISH TRADER’S INSURANCE CO., LTD.",英商保險有限公司,"Union Building, Collyer Quay",,"Marine, Fire and Accident Insurance",6808（Manager）82291 & 82292,"""UNION.""",1917,"£1, 000, 000",Manager: J. A. Worswick,,,Inc. in Hongkong,85,
103.8525834,1.28468862,1134,"THE BROKEN HILL PROPRIETARY CO., LTD.",殘山有限公司,"Union Building, Collyer Quay",,Iron and Steel Mining etc.,6943,NA,1885,"£25, 000, 000",Local Rep.: Dudley Joseph Pitt,,,Inc. in Australia,85,
103.8525834,1.28468862,1179,"BURNS PHILIP & CO., LTD.",布恩菲力有限公司,"Union Building, Collyer Quay",,"Importers, Exporters and General Merchants, Ship Owners",NA,NA,1883,"£2, 000, 000",Local Rep: Walker Frank Warrack,,,Inc. in Sydney N.S.W.,89,
103.8525834,1.28468862,1201,CANADIAN PACIFIC STEAMSHIPS LTD.,坎太輸船公司,"Union Building, Collyer Quay",,Shipping,NA,NA,1915,"£2, 000, 000",Local Rep: Walker Frank Warrack,,,Inc. in England,91,
103.8525834,1.28468862,1204,THE CANTON INSURANCE OFFICE LTD.,廣東保險公司,"Union Building, Collyer Quay",,Insurance,NA,NA,1916,"$2,500,000",Local Rep: Charles Edward Anton,,,Inc in Hongkong,91,
103.8525834,1.28468862,1935,"THE CHINA FIRE INSURANCE CO., LTD.",中國火險有限公司,"Union Building, Collyer Quay",,Fire and Marine Insurance,"Manager 6808, 82291, 82292.","""UNION.""",NA,"HK. $2,000,000",Manager: J. A. Worswisk.,,,Inc in Hongkong,139,
103.8525834,1.28468862,5011,"INDO-CHINA STEAM NAVIGATION CO., LTD.",安南汽船公司,"Union Building, Collyer Quay",,Shipping,NA,NA,1881,"£1,200,000","Local Rep: Boustead & Co., Ltd., Agents",,,Inc. in England,369,
103.8525834,1.28468862,5119,JAVASTAAL STOKVIS N. V.,爪哇斯達,"Union Building, Collyer Quay",,"Iron and Steel Trade, Engineers and General Merchants",NA,NA,1947,"F. 900,000",Local Rep: Jan Adan Ten Bokkel Huinink,,,Inc. in Batavia,381,
103.8525834,1.28468862,5497,"KELANTAN RICE MILING CO., LTD.",吉蘭丹米行有限公司,"Union Building, Collyer Quay",,Rice Millers,NA,NA,1935,"$300,000",Directors: Crosley William Thomas,,,,414,
103.8525834,1.28468862,6827,LEBEL (CHINA) LTD.,利墨有限公司,"Union Building, Collyer Quay",,"Textile Merchants, and General Importers and Exporters",NA,NA,1927,NA,Local rep: Wallace Chen,,,Inc. in Hongkong,516,
103.8525834,1.28468862,7514,"THE LONDON & LANCASHIRE INSURANCE CO., LTD.",倫敦蘭開夏保險有限公司,"Union Building, Collyer Quay",,General Insurance,7186,“LONDLANC” Singapore,1920,NA,"Agents: Boustead & Co., Ltd.",,,Inc. in England,567,
103.8525834,1.28468862,7668,WILLIAM MACARTHUR & CO.,韋廉米甲公司,"Union Building, Collyer Quay",,Chartered Accountants,82722,NA,1947,NA,William MacArthur,,,,582,
103.8525834,1.28468862,8449,"THE SUCCESSORS OF MOINE COMTE & CO., LTD.",摩爾光帝有限公司,"Union Building, Collyer Quay",,"General Merchants, Importers and Exporters",5996,NA,1928,"$200,000",Directors: Marcel Henri Lucien Lejeune,,,,642,
103.8525834,1.28468862,8954,THE NATIONAL CITY BANK OF NEW YORK.,美國紐約銀行,"Union Building, Collyer Quay",,General Banking,5826,"""CITIBANK""",,"$250,000,000","Directors: William Gage Brady, Jr.",,,Inc. In U.S.A.,686,
103.8525834,1.28468862,8963,"THE NATIONAL MUTUAL LIFE ASSOCATION OF AUSTRALIA, LTD.",國民人壽保險公司,"Union Building, Collyer Quay",,Life Insurance,NA,NA,1869,NA,"General Agents: Boustead & Co., Ltd",,,Inc. In Australia,687,
103.8525834,1.28468862,9203,"NORTH CHINA INSURANCE CO., LTD.",華北保險公司,"Union Building, Collyer Quay",,"Marine, Fire, and Accident Insurance",6808 (Manager) 82291 and 82292,"""UNION""",NA,"£150,000",J. A. Worswick,,,Inc. in Hongkong,705,
103.8525834,1.28468862,9207,NORWEIGIAN AFRICA & AUSTRALIA LINE,挪威非澳輸船公司,"Union Building, Collyer Quay",,General Transports,NA,NA,1924,"Kr. 5,000,000","Local rep: Boustead & Co., Ltd.",,,,706,
103.8525834,1.28468862,10001,"ROYAL INSURANCE CO., LTD.",羅霞保險有限公司,"Union Building, Collyer Quay",,General Insurance,Resident Secretary 7186,"""QUAFF""",1916,"£6.000,000","Local Rep: c/o Boustead & Co., Ltd. (Agents)",,,,769,
103.8525834,1.28468862,10575,"C. F. SHARP & CO., INC.",刹有限公司,"Union Building, Collyer Quay",,Shipping Agents and Operators,6593—80580—7310,“SUGARCRAFT”,1937,"P. 5,000",Local Rep: F. W. Hamilton,,,Inc. In Manila,,
"P. O. Box. 558""",825,103.8526479,1.284661799,,Collyer Quay Union Winchester,/Users/qiaozhang/Desktop/sg old shops/gis/data/points/ABC/Collyer Quay Union Winchester.shp,,,,,,,,,,,
103.8525834,1.28468862,11655,"STANDARD VACUUM OIL CO., LTD.",實得力油較有限公司,"Union Building, Collyer Quay",,Marketers of Petroleum Products,5275,NA,1933,"$10,000,000",Local rep: J. A. McQuilkin,,,Inc. in U.S.A.,912,
103.8525834,1.28468862,11796,SUN INSURANCE OFFICE LTD.,新保險有限公司,"Union Building, Collyer Quay",,General Insurances,NA,NA,1926,"£500,000",Local rep: Charles Erid,,,Inc. in England,924,
103.8525834,1.28468862,13313,UNION INSURANCE SOCIETY OF CANTON LTD.,友聯保險有限公司,"Union Building, Collyer Quay",,"Marine, Fire, Motor Car Etc., Insurance",6808 (Manager) 82291 and 82292,"""UNION""",NA,"£9,000,000",Manager: J. A. Worswick,,,Inc. in Hongkong,1047,
103.8528064,1.284717269,13440,VAN REEKUM PAPER CO. (SINGAPORE) LTD.,萬力奎紙業有限公司,"Union Building, Collyer Quay",E13,"General Importers, Exporters and Financiers",4762,NA,1939,"£5,000",Directors: Michael Onnes,,,,1059,
103.8525834,1.28468862,14038,THE YANGTSZE INSURANCE ASSOCIATION LTD.,遠錫保險有限公司,"Union Building, Collyer Quay",,"Fire, Marine and Accident Insurance","6808, 82291 and 82292",“UNION”,1889,"HK$1,500,000",Manager: J. A. Worswick.,,,Inc. in Hongkong,1111,
103.8527769,1.284649293,14709,VAN REEKUM PAPER LTD.,萬力奎紙業有限公司,"Union Building, Collyer Quay",E16/17,Importers of Paper and Board,4762,NA,1939,NA,Manager: E. Ten Duis,,“REEKUPAPIE”,,1171,
103.8526587,1.284772465,14730,"JAMES WARREN & CO., LTD Formerly know throughout Malaya as: PLANTERS' STORES & AGENCY CO., LTD",邊蘭打士多有限公司,"Union Building, Collyer Quay",4th floor,"Estate Agents and Suppliers, General Import and Export Merchants, Insurance, Shipping Agents & Engineering Supplies of all Description",7903; Mgr.'s Res. 82470,"""Planstor.""",,,Branch Mgr.: Charles Smith,,,(Incorporated in England 1878),750,
103.8517828,1.284384842,,,,,,,,,,,,,,,,
103.8525337,1.284396133,942,BEH TEIK JIM,馬迪壬,Winchester House,51,Merchants and Agents,82150,NA,1947,NA,Beh Teik Jim,馬迪壬,,,72,
103.8525337,1.284396133,9889,RAMLOCK & CO.,南洛公司,Winchester House,31,"Importers, Exporters and General Merchants",NA,NA,1947,NA,Robin Monk Ramsay,羅保陸,,,760,
103.8525337,1.284396133,450,"ANGLO ORIENT TRADING CO., (MALAYA) LTD.",英國東方貿易公司,Winchester House,34,General Merchants,3670,NA,1946,"$100,000",Harold Tooke,,,,39,
103.8525337,1.284396133,560,"THE ASSOCIATED PRESS,  LTD.",美國新聞聯合通訊社,Winchester House,54,"Printers and Newspaper Agent, etc.",7158,NA,1947,"$500,000",Local rep: Stanley Swinton,,,Inc. in New York,47,
103.8525337,1.284396133,1087,BOSTON HAIRDRESSING SALOON,波土頓理髮室,Winchester House,13,Barbers,NA,NA,1946,NA,Pang Tong Kuong,馮棠冠,,,82,
103.8525337,1.284396133,1455,CHENG CHIANG SHIPPING COMPANY LIMITED,澄江輪船有限公司,Winchester House,48,"Ship-owners, Managers of Shipping",82125,NA,1946,"$1,000,000",Chay Sing Hai,,,,107,
103.8525337,1.284396133,1696,CHIA BROS & CO.,謝兄弟公司,Winchester House,31,Importers and Exporters,NA,NA,1947,NA,Chia Eng Kiat,謝榮傑,,,125,
103.8525337,1.284396133,1951,CHINA VEGETABLE OIL CORPORATION LTD.,中國植物油料廠,Winchester House,29,Manufacturers of  Vegetable Oil,6827,"""CHINAVEG.""",1948,"C.N. $2,000,000,000",Local Rep: Zee Sih Kai,,,Inc. in China,141,
103.8525337,1.284396133,2477,"THE W.H. COMSTOCK CO., LTD.",康土都有限公司,Winchester House,25,Manufacture of Proprietory Medicines,7746,NA,1922,"$300,000",Local Rep: Lo Ku Him,,,Inc. in Canada,173,
103.8525337,1.284396133,2540,DAVIES & CO.,台維斯公司,Winchester House,42,Manufacturers' Representatives,4990,“DAVISCO.”,1910,NA,J. O. Davies,,,P.O.Box：248,183,
103.8525337,1.284396133,2564,DEAREX CO.,智列公司,Winchester House,27,General Import and Export Merchants,NA,NA,1948,NA,E. A. Dean,,,,185,
103.8525337,1.284396133,2735,EE HOONG CHWEE & CO.,余雲水公司,Winchester House,61,Architects,6429,NA,1936,NA,Ee Hoong Chwee,余雲水,,,198,
103.8525337,1.284396133,3218,J. GAUDART & FILS (MALAYA),高達影片公司,Winchester House,44,Ship Chandlers and Importers,7905,NA,1947,NA,Pierre Gaudart,,,,234,
103.8525337,1.284396133,3644,"GYTHFELDT & CO., LTD.",基弗狄有限公司,Winchester House,Room 31,Coal and Timber Merchants,80485,NA,1947,"$200,000",Kaare Gythfeldt,,,,262,
103.8525337,1.284396133,4966,IDEAL SILK STORE,理想布店,Winchester House,2,Silk Merchants,NA,NA,1947,NA,Ramchand Shewandas,,,,365,
103.8525337,1.284396133,5058,N. S. ISAAC & SONS,伊沙父子公司,Winchester House,18,Import and Export Merchants,7539,NA,1925,NA,Nassim Saul Isaac,,,,373,
